Oorder_id,customer_name,email,product,category,order_date,payment_method,total_amount,status,estimated_delivery,refund_status,shipping_city
ORD1369,Simran Kaur,simran369@gmail.com,Smart Watch,Electronics,2026-01-20,Debit Card,6045,Refund Initiated,N/A,Not Applicable,Bangalore
ORD1370,Neha Gupta,neha370@gmail.com,Wireless Earbuds,Electronics,2026-01-29,Credit Card,12352,Processing,2026-02-05,Not Applicable,Chandigarh
ORD1371,Karan Patel,karan371@gmail.com,Gaming Mouse,Electronics,2026-01-23,Credit Card,3631,Delivered,2026-01-31,None,Chandigarh
ORD1372,Simran Kaur,simran372@gmail.com,Wireless Earbuds,Electronics,2026-01-16,Net Banking,4531,Processing,2026-01-26,None,Delhi
ORD1373,Simran Kaur,simran373@gmail.com,Laptop Backpack,Accessories,2026-01-02,Credit Card,16374,Delivered,2026-01-05,Completed,Delhi
ORD1374,Simran Kaur,simran374@gmail.com,Bluetooth Speaker,Electronics,2026-02-08,Debit Card,14051,Delivered,2026-02-15,Pending Refund,Hyderabad
ORD1375,Arjun Mehta,arjun375@gmail.com,Laptop Backpack,Accessories,2026-02-09,Credit Card,15663,Delivered,2026-02-15,Completed,Kolkata
ORD1376,Simran Kaur,simran376@gmail.com,Wireless Earbuds,Electronics,2026-01-21,UPI,16554,Cancelled,N/A,Not Applicable,Pune
ORD1377,Arjun Mehta,arjun377@gmail.com,Wireless Earbuds,Electronics,2026-01-20,Debit Card,14673,Refund Initiated,N/A,Pending Refund,Hyderabad
ORD1378,Arjun Mehta,arjun378@gmail.com,Laptop Backpack,Accessories,2026-01-23,Credit Card,13429,Shipped,2026-02-01,Pending Refund,Bangalore
ORD1379,Sneha Kapoor,sneha379@gmail.com,Laptop Backpack,Accessories,2026-01-10,Debit Card,7975,Refund Initiated,N/A,Not Applicable,Delhi
ORD1380,Priya Verma,priya380@gmail.com,Smart Watch,Electronics,2026-01-18,Credit Card,15030,Cancelled,N/A,Pending Refund,Delhi
ORD1381,Rahul Sharma,rahul381@gmail.com,Laptop Backpack,Accessories,2026-01-24,UPI,6677,Delivered,2026-01-27,Not Applicable,Jaipur
ORD1382,Karan Patel,karan382@gmail.com,Smart Watch,Electronics,2026-01-02,Debit Card,9007,Processing,2026-01-10,Completed,Pune
ORD1383,Simran Kaur,simran383@gmail.com,Running Shoes,Fashion,2026-02-12,COD,12035,Cancelled,N/A,Not Applicable,Delhi
ORD1384,Priya Verma,priya384@gmail.com,Wireless Earbuds,Electronics,2026-02-14,UPI,10102,Refund Initiated,N/A,Not Requested,Chandigarh
ORD1385,Simran Kaur,simran385@gmail.com,Kurti Set,Fashion,2026-01-02,UPI,9972,Delivered,2026-01-08,Completed,Bangalore
ORD1386,Neha Gupta,neha386@gmail.com,Smart Watch,Electronics,2026-01-29,UPI,2160,Delivered,2026-02-02,Pending Refund,Jaipur
ORD1387,Simran Kaur,simran387@gmail.com,Kurti Set,Fashion,2026-02-14,Debit Card,8931,Processing,2026-02-17,Not Applicable,Delhi
ORD1388,Arjun Mehta,arjun388@gmail.com,Wireless Earbuds,Electronics,2026-01-07,Net Banking,4199,Shipped,2026-01-12,Not Requested,Delhi
ORD1389,Rahul Sharma,rahul389@gmail.com,Bluetooth Speaker,Electronics,2026-02-02,Net Banking,12793,Refund Initiated,N/A,Pending Refund,Pune
ORD1390,Rahul Sharma,rahul390@gmail.com,Laptop Backpack,Accessories,2026-01-14,Credit Card,1410,Delivered,2026-01-17,Pending Refund,Bangalore
ORD1391,Neha Gupta,neha391@gmail.com,Wireless Earbuds,Electronics,2026-01-29,COD,7555,Shipped,2026-02-05,Pending Refund,Chandigarh
ORD1392,Neha Gupta,neha392@gmail.com,Bluetooth Speaker,Electronics,2026-01-14,Credit Card,19558,Processing,2026-01-16,Completed,Jaipur
ORD1393,Amit Singh,amit393@gmail.com,Mobile Phone,Electronics,2026-01-06,Credit Card,7304,Cancelled,N/A,None,Hyderabad
ORD1394,Rahul Sharma,rahul394@gmail.com,Laptop Backpack,Accessories,2026-01-03,Credit Card,12148,Refund Initiated,N/A,Not Applicable,Mumbai
ORD1395,Karan Patel,karan395@gmail.com,Gaming Mouse,Electronics,2026-02-02,COD,598,Processing,2026-02-06,None,Jaipur
ORD1396,Simran Kaur,simran396@gmail.com,Wireless Earbuds,Electronics,2026-02-10,COD,5961,Delivered,2026-02-20,Not Applicable,Pune
ORD1397,Sneha Kapoor,sneha397@gmail.com,Smart Watch,Electronics,2026-01-28,COD,19619,Shipped,2026-02-05,Completed,Bangalore
ORD1398,Rahul Sharma,rahul398@gmail.com,Mobile Phone,Electronics,2026-01-08,UPI,13896,Processing,2026-01-16,Pending Refund,Mumbai
ORD1399,Rahul Sharma,rahul399@gmail.com,Smart Watch,Electronics,2026-01-15,Net Banking,9294,Shipped,2026-01-23,Not Applicable,Chandigarh
ORD1400,Priya Verma,priya400@gmail.com,Running Shoes,Fashion,2026-01-24,Debit Card,12261,Delivered,2026-02-03,None,Bangalore
ORD1401,Sneha Kapoor,sneha401@gmail.com,Bluetooth Speaker,Electronics,2026-01-29,Debit Card,2880,Processing,2026-02-06,Completed,Delhi
ORD1402,Priya Verma,priya402@gmail.com,Gaming Mouse,Electronics,2026-01-14,COD,17843,Shipped,2026-01-16,Not Requested,Jaipur
ORD1403,Amit Singh,amit403@gmail.com,Gaming Mouse,Electronics,2026-02-09,COD,19984,Shipped,2026-02-13,None,Jaipur
ORD1404,Priya Verma,priya404@gmail.com,Bluetooth Speaker,Electronics,2026-01-14,UPI,5952,Delivered,2026-01-18,None,Delhi
ORD1405,Arjun Mehta,arjun405@gmail.com,Smart Watch,Electronics,2026-01-09,UPI,11551,Refund Initiated,N/A,Not Requested,Kolkata
ORD1406,Neha Gupta,neha406@gmail.com,Bluetooth Speaker,Electronics,2026-01-27,Credit Card,2314,Shipped,2026-02-06,None,Pune
ORD1407,Arjun Mehta,arjun407@gmail.com,Kurti Set,Fashion,2026-02-13,Net Banking,6462,Cancelled,N/A,Not Applicable,Jaipur
ORD1408,Sneha Kapoor,sneha408@gmail.com,Gaming Mouse,Electronics,2026-01-05,Debit Card,5680,Delivered,2026-01-13,Not Applicable,Jaipur
ORD1409,Amit Singh,amit409@gmail.com,Bluetooth Speaker,Electronics,2026-01-26,Debit Card,11458,Processing,2026-02-03,Not Applicable,Delhi
ORD1410,Rahul Sharma,rahul410@gmail.com,Mobile Phone,Electronics,2026-01-30,COD,11482,Shipped,2026-02-09,Completed,Hyderabad
ORD1411,Neha Gupta,neha411@gmail.com,Mobile Phone,Electronics,2026-01-13,Debit Card,8244,Delivered,2026-01-22,Completed,Delhi
ORD1412,Neha Gupta,neha412@gmail.com,Smart Watch,Electronics,2026-02-02,COD,6965,Delivered,2026-02-07,Not Applicable,Chandigarh
ORD1413,Arjun Mehta,arjun413@gmail.com,Running Shoes,Fashion,2026-02-01,COD,11838,Delivered,2026-02-08,Not Applicable,Jaipur
ORD1414,Sneha Kapoor,sneha414@gmail.com,Kurti Set,Fashion,2026-01-20,COD,13230,Delivered,2026-01-30,None,Delhi
ORD1415,Karan Patel,karan415@gmail.com,Laptop Backpack,Accessories,2026-01-13,COD,14019,Shipped,2026-01-20,Not Requested,Bangalore
ORD1416,Rahul Sharma,rahul416@gmail.com,Bluetooth Speaker,Electronics,2026-01-13,Credit Card,2839,Refund Initiated,N/A,Not Requested,Mumbai
ORD1417,Priya Verma,priya417@gmail.com,Laptop Backpack,Accessories,2026-01-30,Net Banking,7916,Shipped,2026-02-09,Completed,Bangalore
ORD1418,Sneha Kapoor,sneha418@gmail.com,Smart Watch,Electronics,2026-01-03,Credit Card,3214,Refund Initiated,N/A,Not Requested,Kolkata
ORD1419,Priya Verma,priya419@gmail.com,Laptop Backpack,Accessories,2026-02-04,COD,16012,Refund Initiated,N/A,Not Requested,Delhi
ORD1420,Priya Verma,priya420@gmail.com,Wireless Earbuds,Electronics,2026-01-08,COD,10682,Cancelled,N/A,None,Mumbai
ORD1421,Karan Patel,karan421@gmail.com,Smart Watch,Electronics,2026-01-31,Debit Card,10764,Refund Initiated,N/A,Not Applicable,Pune
ORD1422,Sneha Kapoor,sneha422@gmail.com,Kurti Set,Fashion,2026-02-12,Net Banking,7520,Shipped,2026-02-14,Completed,Hyderabad
ORD1423,Arjun Mehta,arjun423@gmail.com,Wireless Earbuds,Electronics,2026-01-05,Credit Card,8638,Shipped,2026-01-08,Completed,Pune
ORD1424,Karan Patel,karan424@gmail.com,Smart Watch,Electronics,2026-02-12,Net Banking,18901,Refund Initiated,N/A,Pending Refund,Delhi
ORD1425,Arjun Mehta,arjun425@gmail.com,Mobile Phone,Electronics,2026-02-06,Net Banking,5707,Shipped,2026-02-10,Completed,Mumbai
ORD1426,Neha Gupta,neha426@gmail.com,Wireless Earbuds,Electronics,2026-02-03,Credit Card,6546,Cancelled,N/A,Completed,Mumbai
ORD1427,Amit Singh,amit427@gmail.com,Mobile Phone,Electronics,2026-01-06,Debit Card,19164,Delivered,2026-01-12,Not Applicable,Bangalore
ORD1428,Rahul Sharma,rahul428@gmail.com,Smart Watch,Electronics,2026-01-20,Credit Card,7811,Cancelled,N/A,Completed,Mumbai
ORD1429,Priya Verma,priya429@gmail.com,Running Shoes,Fashion,2026-02-04,UPI,14800,Refund Initiated,N/A,Not Applicable,Chandigarh
ORD1430,Neha Gupta,neha430@gmail.com,Kurti Set,Fashion,2026-01-28,Credit Card,3122,Refund Initiated,N/A,None,Pune
ORD1431,Simran Kaur,simran431@gmail.com,Kurti Set,Fashion,2026-01-19,Credit Card,8970,Cancelled,N/A,Not Requested,Bangalore
ORD1432,Neha Gupta,neha432@gmail.com,Wireless Earbuds,Electronics,2026-01-27,COD,14936,Delivered,2026-01-30,Not Requested,Bangalore
ORD1433,Arjun Mehta,arjun433@gmail.com,Running Shoes,Fashion,2026-01-17,Debit Card,14146,Refund Initiated,N/A,Not Applicable,Delhi
ORD1434,Sneha Kapoor,sneha434@gmail.com,Smart Watch,Electronics,2026-01-11,Net Banking,12053,Refund Initiated,N/A,Not Applicable,Mumbai
ORD1435,Karan Patel,karan435@gmail.com,Running Shoes,Fashion,2026-01-12,UPI,16033,Refund Initiated,N/A,Pending Refund,Delhi
ORD1436,Arjun Mehta,arjun436@gmail.com,Laptop Backpack,Accessories,2026-01-21,Debit Card,4209,Delivered,2026-01-25,None,Delhi
ORD1437,Simran Kaur,simran437@gmail.com,Kurti Set,Fashion,2026-01-17,Net Banking,15131,Cancelled,N/A,Pending Refund,Mumbai
ORD1438,Priya Verma,priya438@gmail.com,Bluetooth Speaker,Electronics,2026-02-13,COD,6421,Cancelled,N/A,Not Requested,Mumbai
ORD1439,Amit Singh,amit439@gmail.com,Laptop Backpack,Accessories,2026-02-03,Credit Card,17793,Shipped,2026-02-06,Completed,Pune
ORD1440,Priya Verma,priya440@gmail.com,Laptop Backpack,Accessories,2026-01-27,UPI,8512,Processing,2026-02-02,Not Applicable,Chandigarh
ORD1441,Neha Gupta,neha441@gmail.com,Bluetooth Speaker,Electronics,2026-01-04,UPI,19837,Processing,2026-01-10,None,Mumbai
ORD1442,Rahul Sharma,rahul442@gmail.com,Wireless Earbuds,Electronics,2026-01-09,Debit Card,9593,Cancelled,N/A,Completed,Chandigarh
ORD1443,Arjun Mehta,arjun443@gmail.com,Laptop Backpack,Accessories,2026-02-01,COD,12217,Cancelled,N/A,None,Jaipur
ORD1444,Simran Kaur,simran444@gmail.com,Bluetooth Speaker,Electronics,2026-01-12,Credit Card,8856,Cancelled,N/A,Pending Refund,Bangalore
ORD1445,Amit Singh,amit445@gmail.com,Running Shoes,Fashion,2026-01-13,Debit Card,17228,Processing,2026-01-18,Pending Refund,Pune
ORD1446,Neha Gupta,neha446@gmail.com,Mobile Phone,Electronics,2026-01-04,Debit Card,2118,Delivered,2026-01-14,Not Applicable,Mumbai
ORD1447,Sneha Kapoor,sneha447@gmail.com,Smart Watch,Electronics,2026-02-15,Credit Card,10827,Refund Initiated,N/A,Not Requested,Bangalore
ORD1448,Simran Kaur,simran448@gmail.com,Wireless Earbuds,Electronics,2026-01-05,Net Banking,1901,Delivered,2026-01-11,Not Requested,Pune
ORD1449,Sneha Kapoor,sneha449@gmail.com,Gaming Mouse,Electronics,2026-01-17,UPI,14529,Cancelled,N/A,Not Requested,Hyderabad
ORD1450,Sneha Kapoor,sneha450@gmail.com,Laptop Backpack,Accessories,2026-01-14,Net Banking,8230,Delivered,2026-01-24,Not Applicable,Chandigarh
ORD1451,Rahul Sharma,rahul451@gmail.com,Wireless Earbuds,Electronics,2026-02-04,Credit Card,11394,Cancelled,N/A,Completed,Mumbai
ORD1452,Amit Singh,amit452@gmail.com,Wireless Earbuds,Electronics,2026-01-18,COD,10798,Shipped,2026-01-27,Not Requested,Hyderabad
ORD1453,Simran Kaur,simran453@gmail.com,Running Shoes,Fashion,2026-01-26,Net Banking,4974,Cancelled,N/A,Completed,Kolkata
ORD1454,Karan Patel,karan454@gmail.com,Mobile Phone,Electronics,2026-01-22,Net Banking,12232,Shipped,2026-01-29,Not Applicable,Chandigarh
ORD1455,Neha Gupta,neha455@gmail.com,Laptop Backpack,Accessories,2026-01-30,Net Banking,12712,Refund Initiated,N/A,Not Applicable,Delhi
ORD1456,Arjun Mehta,arjun456@gmail.com,Laptop Backpack,Accessories,2026-01-11,COD,3800,Cancelled,N/A,Completed,Kolkata
ORD1457,Rahul Sharma,rahul457@gmail.com,Mobile Phone,Electronics,2026-01-25,Credit Card,13241,Shipped,2026-02-04,Pending Refund,Delhi
ORD1458,Priya Verma,priya458@gmail.com,Bluetooth Speaker,Electronics,2026-01-05,Credit Card,7351,Shipped,2026-01-10,Not Applicable,Jaipur
ORD1459,Neha Gupta,neha459@gmail.com,Wireless Earbuds,Electronics,2026-01-04,Net Banking,15856,Delivered,2026-01-14,Completed,Mumbai
ORD1460,Amit Singh,amit460@gmail.com,Gaming Mouse,Electronics,2026-02-15,UPI,19471,Cancelled,N/A,Pending Refund,Chandigarh
ORD1461,Arjun Mehta,arjun461@gmail.com,Wireless Earbuds,Electronics,2026-02-15,COD,4662,Delivered,2026-02-17,Pending Refund,Bangalore
ORD1462,Karan Patel,karan462@gmail.com,Laptop Backpack,Accessories,2026-02-13,UPI,3734,Processing,2026-02-16,Not Requested,Bangalore
ORD1463,Sneha Kapoor,sneha463@gmail.com,Mobile Phone,Electronics,2026-02-12,UPI,7001,Refund Initiated,N/A,None,Bangalore
ORD1464,Rahul Sharma,rahul464@gmail.com,Bluetooth Speaker,Electronics,2026-01-06,Debit Card,1234,Shipped,2026-01-11,Not Applicable,Jaipur
ORD1465,Simran Kaur,simran465@gmail.com,Kurti Set,Fashion,2026-01-18,Credit Card,16224,Shipped,2026-01-22,Not Requested,Jaipur
ORD1466,Neha Gupta,neha466@gmail.com,Bluetooth Speaker,Electronics,2026-02-06,UPI,16503,Processing,2026-02-15,None,Jaipur
ORD1467,Simran Kaur,simran467@gmail.com,Wireless Earbuds,Electronics,2026-02-15,Debit Card,15160,Delivered,2026-02-19,Not Applicable,Jaipur
ORD1468,Amit Singh,amit468@gmail.com,Kurti Set,Fashion,2026-01-12,Net Banking,6140,Shipped,2026-01-22,Not Applicable,Delhi
ORD1469,Karan Patel,karan469@gmail.com,Gaming Mouse,Electronics,2026-02-14,COD,9641,Shipped,2026-02-24,None,Kolkata
ORD1470,Arjun Mehta,arjun470@gmail.com,Gaming Mouse,Electronics,2026-01-01,UPI,12932,Delivered,2026-01-03,Pending Refund,Pune
ORD1471,Rahul Sharma,rahul471@gmail.com,Running Shoes,Fashion,2026-01-11,Debit Card,16313,Shipped,2026-01-17,Completed,Delhi
ORD1472,Neha Gupta,neha472@gmail.com,Bluetooth Speaker,Electronics,2026-02-11,COD,14222,Processing,2026-02-15,None,Kolkata
ORD1473,Priya Verma,priya473@gmail.com,Bluetooth Speaker,Electronics,2026-01-25,COD,19883,Refund Initiated,N/A,Not Applicable,Jaipur
ORD1474,Sneha Kapoor,sneha474@gmail.com,Gaming Mouse,Electronics,2026-02-05,Debit Card,1373,Cancelled,N/A,Not Applicable,Kolkata
ORD1475,Karan Patel,karan475@gmail.com,Laptop Backpack,Accessories,2026-02-11,Credit Card,7285,Shipped,2026-02-13,Completed,Kolkata
ORD1476,Simran Kaur,simran476@gmail.com,Kurti Set,Fashion,2026-01-23,Net Banking,1091,Cancelled,N/A,None,Bangalore
ORD1477,Amit Singh,amit477@gmail.com,Kurti Set,Fashion,2026-02-07,UPI,13233,Shipped,2026-02-11,None,Chandigarh
ORD1478,Sneha Kapoor,sneha478@gmail.com,Bluetooth Speaker,Electronics,2026-02-14,UPI,3793,Delivered,2026-02-22,Not Requested,Jaipur
ORD1479,Priya Verma,priya479@gmail.com,Bluetooth Speaker,Electronics,2026-01-06,COD,12629,Cancelled,N/A,Not Requested,Kolkata
ORD1480,Arjun Mehta,arjun480@gmail.com,Smart Watch,Electronics,2026-02-08,COD,4398,Refund Initiated,N/A,Not Applicable,Jaipur
ORD1481,Priya Verma,priya481@gmail.com,Mobile Phone,Electronics,2026-01-20,Net Banking,12621,Refund Initiated,N/A,None,Jaipur
ORD1482,Sneha Kapoor,sneha482@gmail.com,Smart Watch,Electronics,2026-01-20,Credit Card,1712,Processing,2026-01-30,Not Applicable,Kolkata
ORD1483,Sneha Kapoor,sneha483@gmail.com,Bluetooth Speaker,Electronics,2026-01-18,Credit Card,7445,Shipped,2026-01-27,Completed,Chandigarh
ORD1484,Arjun Mehta,arjun484@gmail.com,Bluetooth Speaker,Electronics,2026-01-07,Credit Card,14054,Cancelled,N/A,Not Requested,Mumbai
ORD1485,Karan Patel,karan485@gmail.com,Laptop Backpack,Accessories,2026-01-14,UPI,10935,Shipped,2026-01-23,None,Mumbai
ORD1486,Sneha Kapoor,sneha486@gmail.com,Laptop Backpack,Accessories,2026-01-07,UPI,16365,Processing,2026-01-16,Not Requested,Mumbai
ORD1487,Karan Patel,karan487@gmail.com,Laptop Backpack,Accessories,2026-01-18,UPI,3182,Cancelled,N/A,Not Requested,Jaipur
ORD1488,Karan Patel,karan488@gmail.com,Laptop Backpack,Accessories,2026-02-04,Debit Card,15298,Shipped,2026-02-08,Completed,Kolkata
ORD1489,Neha Gupta,neha489@gmail.com,Smart Watch,Electronics,2026-01-28,Credit Card,8482,Processing,2026-02-05,Not Applicable,Hyderabad
ORD1490,Karan Patel,karan490@gmail.com,Wireless Earbuds,Electronics,2026-01-21,Credit Card,1899,Cancelled,N/A,Not Requested,Hyderabad
ORD1491,Neha Gupta,neha491@gmail.com,Bluetooth Speaker,Electronics,2026-01-11,Credit Card,6688,Delivered,2026-01-21,Completed,Kolkata
ORD1492,Neha Gupta,neha492@gmail.com,Bluetooth Speaker,Electronics,2026-01-14,Credit Card,4948,Delivered,2026-01-16,Completed,Bangalore
ORD1493,Sneha Kapoor,sneha493@gmail.com,Running Shoes,Fashion,2026-01-14,Debit Card,6804,Refund Initiated,N/A,Pending Refund,Chandigarh
ORD1494,Karan Patel,karan494@gmail.com,Smart Watch,Electronics,2026-01-19,Net Banking,11204,Refund Initiated,N/A,None,Pune
ORD1495,Sneha Kapoor,sneha495@gmail.com,Gaming Mouse,Electronics,2026-01-12,COD,6802,Delivered,2026-01-20,Pending Refund,Mumbai
ORD1496,Arjun Mehta,arjun496@gmail.com,Wireless Earbuds,Electronics,2026-02-11,Debit Card,1813,Cancelled,N/A,Not Applicable,Chandigarh
ORD1497,Priya Verma,priya497@gmail.com,Laptop Backpack,Accessories,2026-01-11,Credit Card,17019,Delivered,2026-01-21,Completed,Hyderabad
ORD1498,Rahul Sharma,rahul498@gmail.com,Smart Watch,Electronics,2026-01-04,UPI,16874,Refund Initiated,N/A,Not Applicable,Pune
ORD1499,Amit Singh,amit499@gmail.com,Running Shoes,Fashion,2026-02-12,Net Banking,5230,Refund Initiated,N/A,Completed,Chandigarh
ORD1500,Sneha Kapoor,sneha500@gmail.com,Wireless Earbuds,Electronics,2026-01-30,Credit Card,10327,Shipped,2026-02-02,None,Delhi
